Name,Image,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,Serial ID,Internal ID,Unique Entry ID
Turkey Day garden stand,,8,stone,3,clay,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Housewares,13447,cream,FtrHarvestStand,6202,740,G6LcqS35yv4qQstyZ
Turkey Day hearth,,1,campfire,30,stone,10,clay,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Housewares,13448,cream,FtrHarvestFireplace,6203,741,q7nDduaLmuDHZHt3f
Turkey Day table,,10,hardwood,5,softwood,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Housewares,13453,cream,FtrHarvestTableL,6201,745,HMADfttdyWWxAREWu
Turkey Day table setting,,4,clay,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Miscellaneous,13820,cream,FtrHarvestTablesetting,6205,749,YEMmpdZnBCP24fZwE
Turkey Day wheat decor,,10,clump of weeds,,,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (shopping days),Yes,1.6.0,Yes,0,Miscellaneous,13819,cream,FtrHarvestWheat,6206,748,ig7ceeRcMBchstrLo
ukulele,,5,hardwood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,669,brown,FtrUkulele,462,45,ERCKXc8shWWqxzNdA
underwater flooring,,3,summer shell,3,coral,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,5268,white,RoomSpFloorFishTank00,4260,564,LXFkgER59WZAvCPKn
underwater wall,,3,summer shell,5,coral,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Wallpaper,5508,white,RoomSpWallFishTank00,4251,665,EXDyLjtfBny7Nfg2W
unglazed dish set,,3,clay,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,4025,brick,FtrDishesUnglazed,701,120,sWuKis4QjZNYnPDXK
vaulting pole,,5,softwood,,,,,,,,,,,500,200,NA,NA,Blathers; Nook's Cranny,,NA,NA,1.0.0,Yes,0,Tools,4703,beige,LongWoodenStick,121,183,osL5JbW5XpPxQZR6b
vertical-board fence,,8,wood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,3402,brown,ItemFenceVerticalWood,581,100,gJHaHfwkn4dANzaTt
Virgo harp,,3,star fragment,2,Virgo fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,NA,Celeste,,Virgo,Yes,1.0.0,Yes,0,Housewares,5955,silver,FtrZodiacVirgo,2305,368,kWfYtKDBGdFbzayNq
wand,,2,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,7584,beige,ToolStickWood,123,532,8vcfcHLWY7MLbb9Hn
water flooring,,6,summer shell,,,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,5030,white,RoomSpFloorWater00,4262,565,pQvujBn8X2sq6j5FS
water pump,,2,iron nugget,6,clay,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,2326,dark gray,FtrHandpump,911,389,2T8NEjxqcfXPGLYby
water-egg outfit,,3,water egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting water eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12454,yellow,TopsTexOnepieceRibNEggfish0,8676,689,7iGNX78irzAu3Z5rw
water-egg shell,,2,water egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting water eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12444,yellow,CapHatEggfish0,8675,688,YqZedKTDWgjDWcTR4
water-egg shoes,,2,water egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting water eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12460,yellow,ShoesLowcutEggfish0,8677,690,Bg9geKwGApyACyXEx
watering can,,1,flimsy watering can,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,2379,beige,ToolWatering,110,280,2AGD3mCFzDSDNNZoK
wave breaker,,10,stone,10,clay,,,,,,,,,NFS,200,1500,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,665,light gray,FtrTetrapod,813,55,CruEkwMoLo3LcnyG4
wedding fence,,5,iron nugget,3,softwood,,,,,,,,,NFS,200,NA,NA,Harvey,,Wedding Season,Yes,1.2.0,Yes,0,Other,12894,dark gray,ItemFenceJuneBride,992,714,yZNfKe6dESLFFQ8J4
wedding wand,,1,wedding flower stand,3,star fragment,,,,,,,,,NFS,200,NA,NA,Cyrus,,Wedding Season,Yes,1.2.0,Yes,0,Tools,12695,green,ToolStickJune,8278,715,LokHc5XaxADprKGWJ
western-style stone,,30,stone,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Housewares,3446,light gray,FtrGravestoneEuropean,814,518,5BDsJhPKYRpxFjyvz
wild log bench,,8,hardwood,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,5972,brown,FtrWoodBench,332,436,ZGWN8wsv7hgjbLvdM
wild-wood wall,,15,wood,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4858,brown,RoomTexWallWildWood00,523,309,RQL2msCcNbX2Nyvqg
windflower crown,,2,red windflowers,2,orange windflowers,2,white windflowers,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5099,green,CapOrnamentAnemone1,8200,240,2bHpYXqeSKyRgCsHx
windflower fan,,3,red windflowers,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,50,Miscellaneous,7233,green,FtrFlowerFan,7800,503,6Fz77bGPrTCrYNffT
windflower wand,,1,orange windflowers,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5084,green,ToolStickAnemones,8270,525,GFM7MzdiDKiqhBb9X
windflower wreath,,3,red windflowers,3,white windflowers,3,orange windflowers,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is windflowers,NA,NA,1.0.0,Yes,50,Wall-mounted,5436,green,FtrDoorOrnamentWreathAnemone,7840,228,xGTRnSEqPTzYGDwjT
wobbling Zipper toy,,4,earth egg,4,stone egg,4,leaf egg,4,wood egg,4,sky egg,4,water egg,NFS,200,NA,NA,Zipper,Reward from Zipper after crafting all Bunny Day recipes,Bunny Day,Yes,1.1.0,Yes,0,Miscellaneous,12412,yellow,FtrDollPyn,8609,696,3HBkSreJ3Rz7689K7
wood-egg outfit,,3,wood egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting wood eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12452,yellow,TopsTexOnepieceRibNEggforest0,8670,683,Cqe6TyaE38gnjAtmr
wood-egg shell,,2,wood egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting wood eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12442,yellow,CapHatEggforest0,8669,682,Dokk8EnqpoFPBXD8R
wood-egg shoes,,2,wood egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting wood eggs,,Bunny Day (ready days); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12458,yellow,ShoesLowcutEggforest0,8671,684,cEawPHH27B36anZsf
wooden bookshelf,,5,book,10,wood,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Housewares,4125,yellow,FtrBookshelf,2102,404,XE27aTmxufH84fcWf
wooden bucket,,3,wood,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Smug villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,880,brown,FtrBucketWood,432,16,8ckCy9CHdL6iXXptE
wooden chair,,6,wood,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,1913,brown,FtrWoodenChairS,311,15,e2Z5K68fA23E9FcdT
wooden chest,,16,wood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,2560,brown,FtrWoodenChest,317,17,hAgLHeuw7xfkbzjpu
wooden double bed,,30,wood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Housewares,7132,brown,FtrWoodenBedW,319,493,z3TPTghmTbEFZE2mw
wooden end table,,8,wood,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,3438,brown,FtrWoodenTableS,313,170,nJDFrN9LmyK3FN7ZT
wooden fish,,3,wood,,,,,,,,,,,NFS,200,NA,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,4124,brown,FtrMokugyo,463,193,2ZuPfoHnSXBEwWfPL
wooden full-length mirror,,5,wood,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,7137,brown,FtrWoodenMirror,320,502,dn4EDHGArXPGhs2Mx
wooden low table,,10,wood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Housewares,7134,brown,FtrWoodenTableM,314,491,xA3hY8ZZd3qm9SqmP
wooden mini table,,6,wood,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,7133,brown,FtrWoodenTableMini,312,492,qt5zRMx9nJShGjxyY
wooden simple bed,,18,wood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,2605,brown,FtrWoodenBedS,318,18,ayWFNoe5BBmR5JDde
wooden stool,,4,wood,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3449,brown,FtrWoodenStoolS,310,168,tCZg7fdKsKoJ2Ca6y
wooden table,,15,wood,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,3439,brown,FtrWoodenTableL,315,201,vXEY4HbrHoAoiQn9s
wooden table mirror,,3,wood,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,8826,brown,FtrWoodenMirrorS,321,572,7QmfhABkJayiuyPTt
wooden toolbox,,4,softwood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,7454,brown,FtrToolboxWood,468,579,qaHmYYCti572DQqW8
wooden wardrobe,,12,wood,,,,,,,,,,,NFS,200,NA,NA,Tom Nook,Obtained during the main storyline during the customization workshop,NA,NA,1.0.0,Yes,0,Housewares,3436,brown,FtrWoodenCloset,316,172,ZnX2CrjCz5F2be4Ke
wooden waste bin,,4,wood,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,3490,brown,FtrTrashboxWood,322,173,kJHkBWB2YyDQwJWDN
wooden-block bed,,1,wooden-block toy,17,softwood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,1557,brown,FtrBlockBedS,356,61,jojeuDRs9dnhhtrNE
wooden-block bench,,1,wooden-block toy,4,softwood,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,0,Housewares,1559,brown,FtrBlockChairL,353,23,6X3d6utgMWpykB6cp
wooden-block bookshelf,,1,wooden-block toy,3,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,1558,brown,FtrBlockShelf,357,62,ncMTEpvQfe9SGvipJ
wooden-block chair,,1,wooden-block toy,3,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,2558,brown,FtrBlockChairS,352,160,NxDA47H5aq9g6Ssty
wooden-block chest,,1,wooden-block toy,12,softwood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,1561,brown,FtrBlockChest,355,24,9cAfAFEhqMFHTefLC
wooden-block stereo,,1,wooden-block toy,5,softwood,2,iron nugget,,,,,,,NFS,200,NA,NA,Test Your DIY Skills; Tom Nook,Purchase Test Your DIY Skills from Nook's Cranny; Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,3205,brown,FtrBlockCompo,358,89,xC4riKsFQjbPpK8Ty
wooden-block stool,,1,wooden-block toy,2,softwood,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,0,Housewares,5543,brown,FtrBlockStoolS,351,387,ZWWM3P5WD6kPS7JNK
wooden-block table,,1,wooden-block toy,8,softwood,,,,,,,,,NFS,200,NA,NA,Big Sister villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,1565,brown,FtrBlockTableL,354,26,XT35v4Sb4K3QH2dWC
wooden-block toy,,3,softwood,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,3206,brown,FtrBlockBrick,350,38,uKX4pS9YuAJPSqAGX
wooden-block wall clock,,1,wooden-block toy,2,softwood,1,iron nugget,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,3208,brown,FtrBlockClock,359,90,g9N9eFwC48vsPWz5e
wooden-knot wall,,15,hardwood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4911,brown,RoomTexWallCedar00,526,319,6aNph3fACbZjxyaWp
wooden-mosaic wall,,15,wood,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4859,brown,RoomTexWallMixPlankWood00,521,310,TYGjpCGthu9jgA5ty
wooden-plank sign,,5,hardwood,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,5636,brown,FtrSignboardWood,483,279,EbrmatJDLMcc2oexh
woodland wall,,15,clump of weeds,9,softwood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,5223,green,RoomTexWallJukai00,1251,471,JaqMjuzXa8t426jeT
yellow-leaf pile,,3,acorn,5,clump of weeds,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Housewares,4270,brown,FtrFallenleavesYellow,4600,588,tFckEAxEjrgkrc3ga
zen fence,,3,iron nugget,3,clay,3,stone,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,5207,light gray,ItemFenceJapanese,893,556,i3NJEKs5tNY9dJSCX
zen-style stone,,30,stone,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Housewares,7317,light gray,FtrGravestoneJapan,815,568,236xGcHiXbpCRfWba
